n_geometries,n_runs,target,overall_mse,overall_r2,overall_mape,setA_mse,setA_r2,setA_mape,setB_mse,setB_r2,setB_mape,setA_4G_r2,setA_4G_mse,setA_4G_mape,setA_3G1P_r2,setA_3G1P_mse,setA_3G1P_mape,setA_3G1B_r2,setA_3G1B_mse,setA_3G1B_mape,setA_2G2P_r2,setA_2G2P_mse,setA_2G2P_mape,setA_2G2B_r2,setA_2G2B_mse,setA_2G2B_mape,setA_2G1P1B_r2,setA_2G1P1B_mse,setA_2G1P1B_mape,setB_4G_r2,setB_4G_mse,setB_4G_mape,setB_3G1P_r2,setB_3G1P_mse,setB_3G1P_mape,setB_3G1B_r2,setB_3G1B_mse,setB_3G1B_mape,setB_2G2P_r2,setB_2G2P_mse,setB_2G2P_mape,setB_2G2B_r2,setB_2G2B_mse,setB_2G2B_mape,setB_2G1P1B_r2,setB_2G1P1B_mse,setB_2G1P1B_mape,setC_mse,setC_r2,setC_mape,setC_4G_r2,setC_4G_mse,setC_4G_mape,setC_3G1P_r2,setC_3G1P_mse,setC_3G1P_mape,setC_3G1B_r2,setC_3G1B_mse,setC_3G1B_mape,setC_2G2P_r2,setC_2G2P_mse,setC_2G2P_mape,setC_2G2B_r2,setC_2G2B_mse,setC_2G2B_mape,setC_2G1P1B_r2,setC_2G1P1B_mse,setC_2G1P1B_mape,status
91,3003,keff,0.0000009449,0.761228,0.06848247%,0.0000009833,0.742837,0.07043555,0.0000005940,0.883825,0.05062575,0.803742,0.0000005103,0.05265958,0.712549,0.0000009069,0.06562357,0.750035,0.0000008074,0.06196162,0.698388,0.0000010836,0.07493570,0.686270,0.0000011713,0.07837188,0.737867,0.0000009626,0.07012727,0.817976,0.0000007304,0.06763795,0.873701,0.0000005406,0.04761106,0.880362,0.0000004845,0.04695435,0.864354,0.0000006722,0.05195718,0.830736,0.0000007118,0.06030446,0.882260,0.0000005388,0.04593168,0.0000010578,0.725809,0.07348995,0.776631,0.0000005670,0.05486653,0.721429,0.0000008237,0.06545654,0.742341,0.0000008001,0.06359891,0.687763,0.0000011392,0.07751084,0.651628,0.0000013612,0.08400144,0.718254,0.0000010703,0.07375565,done
91,3003,thermal_only,0.0018702011,0.978139,5.67535950%,0.0020112487,0.976898,5.93998961,0.0005806230,0.988809,3.25588416,0.992954,0.0006922259,3.59893497,0.984940,0.0013968153,4.82739377,0.984962,0.0014875900,4.97129154,0.971824,0.0021870325,6.31636660,0.972612,0.0023372728,6.56771883,0.972486,0.0022496275,6.32678904,0.975974,0.0004738545,3.51913204,0.990246,0.0004209315,2.92382559,0.991864,0.0004298550,2.92249312,0.985880,0.0006268164,3.41055789,0.987926,0.0006723233,3.47520407,0.987648,0.0006240599,3.26876655,0.0027197176,0.967397,8.07075592,0.986655,0.0013885459,5.49652465,0.976839,0.0021227507,6.85742759,0.978050,0.0020827094,6.85876965,0.963279,0.0027468794,8.22456574,0.961230,0.0031788859,9.00089909,0.961053,0.0029991746,8.55244487,done
91,3003,total,0.0000682853,0.987632,1.36087290%,0.0000727430,0.986965,1.41551637,0.0000275291,0.988385,0.86127545,0.995555,0.0000205885,0.80512196,0.989817,0.0000539940,1.16774593,0.990885,0.0000461354,1.11527708,0.984601,0.0000921578,1.61775420,0.986018,0.0000768780,1.50939960,0.986014,0.0000804332,1.50099195,0.996830,0.0000069262,0.49696595,0.991651,0.0000192477,0.69656842,0.992255,0.0000176359,0.65273382,0.986403,0.0000330712,0.98808516,0.986965,0.0000307458,0.94784481,0.987162,0.0000309249,0.90936126,0.0001416345,0.975015,2.05519788,0.993999,0.0000290361,0.96936068,0.987817,0.0000664264,1.30421750,0.980592,0.0000990423,1.88683824,0.980002,0.0001217054,1.81484278,0.968071,0.0001800853,2.35491793,0.968746,0.0001810547,2.42274714,done
104,3432,epithermal_only,0.0001371642,0.986324,1.78765453%,0.0001470764,0.985497,1.86146022,0.0000465386,0.987820,1.11285965,0.995769,0.0000364646,1.06081693,0.989229,0.0001026716,1.50573252,0.989358,0.0001011947,1.51395987,0.983685,0.0001707702,2.05616007,0.983832,0.0001674277,2.04398178,0.984211,0.0001643671,1.97397914,0.996660,0.0000113547,0.65542282,0.991068,0.0000328721,0.93599010,0.991195,0.0000328538,0.93877970,0.986457,0.0000519590,1.19283217,0.986029,0.0000542237,1.20628590,0.986588,0.0000520351,1.18126318,0.0002222249,0.978238,2.21247099,0.995263,0.0000426786,1.14942939,0.985025,0.0001464594,1.71434751,0.986245,0.0001309933,1.72026197,0.975313,0.0002597958,2.41824933,0.976105,0.0002512251,2.44886294,0.974943,0.0002596166,2.41037585,done
104,3432,fast_only,0.0004237172,0.969293,2.63301211%,0.0004600850,0.967655,2.76746112,0.0000912114,0.978906,1.40376410,0.995144,0.0000553374,1.24265449,0.978258,0.0002885686,2.11030216,0.977978,0.0002889406,2.11344874,0.963796,0.0005329742,3.10403171,0.962519,0.0005420395,3.12263929,0.963625,0.0005306123,2.98571106,0.991075,0.0000287942,0.93239592,0.984859,0.0000617895,1.17886066,0.983884,0.0000648418,1.18176852,0.976486,0.0001037021,1.52938823,0.975867,0.0001039279,1.51642629,0.976578,0.0001024063,1.47286797,0.0005842810,0.957862,3.08291635,0.995593,0.0000543372,1.24576105,0.970688,0.0003935074,2.37231180,0.973339,0.0003404588,2.29374670,0.952697,0.0006765005,3.41064045,0.954361,0.0006489222,3.39948750,0.950286,0.0006950236,3.41429499,done
104,3432,keff,0.0000007387,0.813331,0.06054435%,0.0000007527,0.803138,0.06169454,0.0000006107,0.880560,0.05002833,0.805659,0.0000005053,0.05123562,0.788704,0.0000006666,0.05694701,0.803278,0.0000006354,0.05638760,0.765189,0.0000008436,0.06541788,0.758840,0.0000009003,0.06863852,0.803429,0.0000007218,0.06058396,0.781507,0.0000008767,0.07354758,0.875389,0.0000005334,0.04789096,0.847987,0.0000006156,0.05126362,0.870504,0.0000006417,0.04808370,0.834777,0.0000006948,0.05638047,0.878730,0.0000005550,0.04616533,0.0000008478,0.780237,0.06597872,0.785155,0.0000005454,0.05381063,0.789595,0.0000006221,0.05639206,0.762198,0.0000007385,0.06125150,0.754511,0.0000008957,0.06780269,0.735218,0.0000010346,0.07390235,0.771655,0.0000008674,0.06689358,done
104,3432,thermal_only,0.0017510619,0.979563,5.31157670%,0.0018868529,0.978359,5.56020809,0.0005095436,0.990091,3.03837540,0.994472,0.0005420235,3.20219944,0.986468,0.0012581011,4.42945752,0.986351,0.0013529490,4.52829524,0.973436,0.0020644157,5.96965506,0.974138,0.0022095555,6.16099698,0.973905,0.0021363413,5.97247869,0.984554,0.0002970774,2.65659190,0.992080,0.0003375784,2.67970605,0.993218,0.0003535232,2.62878801,0.986976,0.0005713179,3.27428890,0.989222,0.0005961292,3.22822270,0.988770,0.0005623977,3.11339588,0.0027318547,0.967299,7.92495362,0.988340,0.0012112980,5.13337391,0.977734,0.0020412310,6.55815555,0.978042,0.0020854045,6.79556745,0.963234,0.0027574211,8.00000283,0.960638,0.0032310325,8.97149215,0.960549,0.0030423052,8.42962056,done
104,3432,total,0.0000623818,0.988706,1.30133034%,0.0000663164,0.988124,1.35036741,0.0000264089,0.988862,0.85299141,0.995249,0.0000219721,0.83493061,0.990345,0.0000512248,1.14570389,0.991305,0.0000440512,1.09166002,0.985977,0.0000839488,1.53598791,0.987545,0.0000685317,1.41823604,0.987395,0.0000725401,1.42103288,0.996204,0.0000082936,0.49316988,0.991636,0.0000193017,0.69523975,0.992128,0.0000179372,0.66789251,0.987134,0.0000313020,0.96920162,0.987999,0.0000283301,0.89218291,0.987672,0.0000297044,0.91955922,0.0000862367,0.984827,1.56826003,0.994563,0.0000259048,0.91123220,0.987896,0.0000660295,1.30226998,0.989658,0.0000529062,1.19852993,0.981679,0.0001116541,1.80084949,0.985847,0.0000801575,1.55645399,0.982878,0.0000994578,1.72470806,done
117,3861,epithermal_only,0.0001344250,0.986598,1.76611444%,0.0001435267,0.985849,1.82881294,0.0000512089,0.986581,1.19287107,0.996001,0.0000343840,1.02129937,0.989664,0.0000985533,1.47783509,0.989599,0.0000989031,1.49132930,0.984087,0.0001665723,2.03199511,0.984254,0.0001630678,1.99859243,0.984518,0.0001611942,1.93911206,0.995257,0.0000164733,0.69076464,0.989311,0.0000396379,1.04165604,0.989629,0.0000391005,1.02967456,0.985265,0.0000562952,1.27225219,0.985050,0.0000578013,1.28409534,0.985473,0.0000561574,1.25421443,0.0002297308,0.977512,2.30122409,0.994984,0.0000455390,1.16143972,0.982754,0.0001687573,1.94316651,0.986775,0.0001260084,1.67062274,0.969812,0.0003177666,2.76906417,0.979952,0.0002108559,2.28747423,0.974387,0.0002654491,2.49902746,done
117,3861,fast_only,0.0004426541,0.967880,2.56605901%,0.0004817850,0.966102,2.69695516,0.0000848858,0.980628,1.36929419,0.995368,0.0000527794,1.16968434,0.977730,0.0002954204,2.03478286,0.976863,0.0003033463,2.05567294,0.962311,0.0005544090,3.00567686,0.960587,0.0005695113,3.04386866,0.961646,0.0005589613,2.93089496,0.991335,0.0000287872,0.92317673,0.985353,0.0000607793,1.18553637,0.984637,0.0000625671,1.15937194,0.978826,0.0000947151,1.45348008,0.977399,0.0000983060,1.52010241,0.978951,0.0000934110,1.42020028,0.0006825394,0.950777,3.25806211,0.995607,0.0000541415,1.27647082,0.967574,0.0004354107,2.56689612,0.972307,0.0003539187,2.18101185,0.938528,0.0008792631,3.92244628,0.949927,0.0007117489,3.37324499,0.941771,0.0008140287,3.62336160,done
117,3861,keff,0.0000006542,0.834697,0.05667966%,0.0000006737,0.823802,0.05821428,0.0000004754,0.907012,0.04264885,0.830506,0.0000004407,0.04722657,0.815905,0.0000005808,0.05291859,0.822165,0.0000005744,0.05338071,0.792964,0.0000007438,0.06136394,0.779357,0.0000008238,0.06570031,0.823785,0.0000006471,0.05718850,0.766675,0.0000009362,0.07076780,0.873525,0.0000005413,0.04787549,0.893103,0.0000004329,0.04380072,0.886041,0.0000005647,0.04185441,0.900581,0.0000004181,0.04213753,0.909708,0.0000004132,0.03883232,0.0000007576,0.803630,0.06250768,0.809801,0.0000004828,0.05017997,0.810682,0.0000005598,0.05366361,0.788439,0.0000006570,0.05768704,0.788412,0.0000007720,0.06314588,0.753718,0.0000009623,0.07153347,0.797198,0.0000007704,0.06326128,done
117,3861,thermal_only,0.0017994945,0.979001,5.30676855%,0.0019367862,0.977791,5.52115811,0.0005442566,0.989373,3.34663541,0.994844,0.0005099530,3.12456690,0.986175,0.0012877187,4.38317659,0.985964,0.0013929093,4.48456498,0.972893,0.0021068846,5.91796249,0.973202,0.0022891061,6.12872610,0.973222,0.0021921279,5.94354607,0.969948,0.0005756292,3.35015442,0.988642,0.0004704433,3.14867660,0.990544,0.0004809098,3.11405060,0.987663,0.0005440594,3.42459680,0.989565,0.0005785312,3.40405207,0.988599,0.0005703235,3.42216769,0.0027332231,0.967239,8.06854658,0.988517,0.0011900860,5.04480543,0.978293,0.0019881542,6.50466939,0.978226,0.0020660424,6.86116987,0.962689,0.0027922862,8.16603495,0.960188,0.0032653481,9.16746906,0.960553,0.0030373980,8.64690248,done
117,3861,total,0.0000599550,0.989130,1.27868402%,0.0000632648,0.988648,1.31687986,0.0000296937,0.987490,0.92946490,0.996335,0.0000170023,0.73237147,0.991291,0.0000461275,1.07497470,0.992157,0.0000396283,1.03455729,0.986484,0.0000807993,1.50990503,0.987878,0.0000665480,1.40765013,0.987759,0.0000703025,1.39843375,0.996192,0.0000083254,0.52903609,0.990597,0.0000217042,0.77537814,0.990447,0.0000217753,0.79928672,0.986426,0.0000330550,1.01730040,0.985282,0.0000347815,1.04528384,0.986506,0.0000325525,0.95576172,0.0000855384,0.984969,1.57335219,0.992639,0.0000361321,1.12629969,0.985510,0.0000793356,1.56564394,0.990961,0.0000463680,1.14257623,0.980734,0.0001175355,1.88257962,0.986190,0.0000783362,1.53210410,0.984098,0.0000923961,1.62290126,done
130,4290,epithermal_only,0.0001363192,0.986408,1.72059477%,0.0001464282,0.985562,1.78987885,0.0000438939,0.988567,1.08714033,0.996448,0.0000305656,0.97847954,0.989607,0.0000990863,1.43008772,0.989647,0.0000984536,1.44186874,0.983586,0.0001718059,1.99426704,0.983851,0.0001672373,1.98494858,0.984175,0.0001647622,1.89370025,0.996074,0.0000140275,0.65349101,0.991233,0.0000326445,0.94842172,0.991075,0.0000337763,0.96013282,0.987203,0.0000491156,1.16718636,0.987361,0.0000491443,1.16403218,0.987608,0.0000482692,1.13338421,0.0002162379,0.978823,2.20862035,0.995584,0.0000399029,1.10818699,0.985812,0.0001387269,1.67910359,0.985447,0.0001385751,1.82415606,0.978244,0.0002290198,2.28725033,0.973929,0.0002740210,2.58432950,0.976119,0.0002474231,2.37811656,done
130,4290,fast_only,0.0004309228,0.968770,2.54610511%,0.0004686549,0.967052,2.67961542,0.0000859433,0.980429,1.32543939,0.995462,0.0000517058,1.20774437,0.978072,0.0002910569,2.03368105,0.977333,0.0002974099,2.05171461,0.963214,0.0005415748,2.98267391,0.962259,0.0005458011,3.00733823,0.962661,0.0005446488,2.91149243,0.993011,0.0000248932,0.83828405,0.985194,0.0000622841,1.15621320,0.984371,0.0000641727,1.15179876,0.978340,0.0000967435,1.41813188,0.978235,0.0000949581,1.40131747,0.978264,0.0000962666,1.39603932,0.0006793870,0.950988,3.36058133,0.994851,0.0000635822,1.36448270,0.969359,0.0004113840,2.43283387,0.970966,0.0003708090,2.37602609,0.944394,0.0007952840,3.74141794,0.944858,0.0007836012,3.74822961,0.941812,0.0008130115,3.78066365,done
130,4290,keff,0.0000006652,0.831905,0.05702416%,0.0000006972,0.817663,0.05903344,0.0000003729,0.927062,0.03865362,0.822664,0.0000004611,0.04831688,0.802882,0.0000006219,0.05453522,0.821811,0.0000005755,0.05369383,0.781012,0.0000007868,0.06333444,0.777749,0.0000008298,0.06486989,0.817170,0.0000006714,0.05813704,0.840807,0.0000006388,0.06203069,0.917083,0.0000003549,0.03974524,0.922002,0.0000003159,0.04005525,0.912312,0.0000004345,0.03877490,0.910871,0.0000003748,0.03952437,0.924835,0.0000003440,0.03537844,0.0000007732,0.799568,0.06294066,0.798170,0.0000005124,0.05252837,0.807201,0.0000005701,0.05379562,0.782168,0.0000006764,0.05877834,0.775083,0.0000008206,0.06451303,0.765936,0.0000009146,0.06915736,0.789233,0.0000008007,0.06435246,done
130,4290,thermal_only,0.0017856509,0.979186,5.31118705%,0.0019114424,0.978103,5.53231708,0.0006355568,0.987512,3.28942669,0.995154,0.0004778451,3.03686091,0.986420,0.0012656014,4.37635183,0.986217,0.0013687275,4.49206099,0.973235,0.0020820138,5.96045583,0.973717,0.0022476456,6.14473494,0.973473,0.0021737068,5.95206725,0.977605,0.0004283395,2.90918973,0.988754,0.0004683658,2.99450318,0.989842,0.0005152250,3.01493617,0.984877,0.0006598167,3.42668879,0.986944,0.0007178779,3.45395978,0.985978,0.0006953753,3.36002018,0.0027151166,0.967480,8.02942681,0.989201,0.0011174679,4.93094444,0.977845,0.0020310732,6.65816617,0.978169,0.0020731994,6.86565903,0.962692,0.0027960462,8.25531309,0.960809,0.0032137611,9.05871647,0.961070,0.0030008932,8.50590734,done
130,4290,total,0.0000596792,0.989182,1.26253813%,0.0000632638,0.988652,1.30555977,0.0000269055,0.988650,0.86919744,0.996023,0.0000183081,0.77479577,0.991225,0.0000465171,1.07893868,0.992214,0.0000393703,1.02584361,0.986336,0.0000816863,1.50543725,0.987969,0.0000660763,1.39133373,0.987827,0.0000699393,1.37574346,0.995627,0.0000095545,0.57984666,0.991324,0.0000200069,0.73412735,0.992069,0.0000180544,0.71331017,0.987173,0.0000312005,0.96255930,0.987629,0.0000291899,0.91385956,0.987420,0.0000303117,0.92128380,0.0000817273,0.985624,1.47553335,0.994904,0.0000247605,0.89055780,0.988539,0.0000625604,1.24583204,0.991244,0.0000448780,1.11642578,0.981151,0.0001148174,1.76002875,0.986905,0.0000742451,1.48509155,0.984100,0.0000923584,1.57368503,done
143,4719,epithermal_only,0.0001358070,0.986460,1.67870687%,0.0001458793,0.985618,1.74367949,0.0000437176,0.988604,1.08467149,0.996860,0.0000270570,0.92490460,0.989920,0.0000961084,1.37770125,0.989887,0.0000961909,1.40035904,0.983669,0.0001709391,1.94438989,0.983777,0.0001680191,1.93619280,0.984122,0.0001653344,1.85173177,0.996018,0.0000140108,0.69380138,0.991237,0.0000326345,0.92969646,0.991258,0.0000329582,0.94481488,0.987202,0.0000491201,1.16866956,0.987488,0.0000485571,1.15420371,0.987590,0.0000483529,1.13875606,0.0002096917,0.979471,2.16233487,0.995854,0.0000374281,1.07195064,0.984791,0.0001488132,1.81202675,0.986843,0.0001253063,1.63840663,0.977956,0.0002321183,2.36424414,0.975555,0.0002570765,2.45406384,0.977069,0.0002376099,2.29809310,done
143,4719,fast_only,0.0004503412,0.967348,2.49799149%,0.0004905635,0.965502,2.63165135,0.0000825946,0.980989,1.27595848,0.995689,0.0000491223,1.13342479,0.976961,0.0003057874,1.97580988,0.976307,0.0003107827,2.00492198,0.961270,0.0005700128,2.94540000,0.960288,0.0005741214,2.95933301,0.961089,0.0005673657,2.86331203,0.994888,0.0000170827,0.70772382,0.987385,0.0000521515,1.06841232,0.986374,0.0000554761,1.06845238,0.977819,0.0000978886,1.41967881,0.978337,0.0000938086,1.35832565,0.978553,0.0000939871,1.34861836,0.0007129610,0.948575,3.36535654,0.995869,0.0000510664,1.21363451,0.967707,0.0004335951,2.37932357,0.968332,0.0004044469,2.60343499,0.946641,0.0007628685,3.45507603,0.936739,0.0008992748,3.95952218,0.939474,0.0008461504,3.78596742,done
143,4719,keff,0.0000006521,0.835211,0.05667062%,0.0000006837,0.821187,0.05865593,0.0000003633,0.928931,0.03851929,0.825065,0.0000004548,0.04865246,0.808573,0.0000006039,0.05380976,0.823914,0.0000005687,0.05348990,0.785272,0.0000007715,0.06286229,0.777502,0.0000008307,0.06543898,0.822912,0.0000006503,0.05733224,0.826505,0.0000006961,0.06466098,0.909833,0.0000003859,0.04236255,0.920440,0.0000003222,0.04090539,0.915584,0.0000004183,0.03756038,0.913547,0.0000003635,0.04058319,0.931342,0.0000003142,0.03371186,0.0000007039,0.817539,0.05959844,0.809840,0.0000004827,0.05079589,0.814226,0.0000005493,0.05281731,0.818845,0.0000005625,0.05302721,0.774436,0.0000008230,0.06493418,0.779879,0.0000008601,0.06644662,0.820096,0.0000006834,0.05869323,done
143,4719,thermal_only,0.0017737209,0.979328,5.15177957%,0.0019093601,0.978126,5.39531642,0.0005335904,0.989680,2.92515693,0.995335,0.0004606171,2.94361446,0.986584,0.0012515598,4.23350735,0.986383,0.0013538674,4.33933441,0.973199,0.0020848064,5.81021066,0.973571,0.0022595144,5.98981295,0.973491,0.0021717195,5.83419323,0.988292,0.0002249353,2.27452217,0.991751,0.0003513187,2.59520626,0.993106,0.0003596519,2.47302969,0.986922,0.0005798308,3.07458382,0.988790,0.0006228369,3.04156812,0.987865,0.0006103050,3.10715009,0.0027552329,0.966990,8.00411879,0.988951,0.0011420510,4.89761691,0.978038,0.0020118550,6.59080806,0.978093,0.0020819500,6.76628651,0.961890,0.0028514937,8.26108568,0.960101,0.0032735775,8.95403074,0.960346,0.0030550258,8.54412323,done
143,4719,total,0.0000592819,0.989250,1.25853504%,0.0000632160,0.988655,1.30963820,0.0000233137,0.990166,0.79130618,0.995932,0.0000189349,0.78375454,0.990984,0.0000478063,1.09332014,0.991989,0.0000405433,1.05146046,0.986379,0.0000813814,1.51032820,0.987980,0.0000659496,1.38995761,0.987955,0.0000691506,1.37112240,0.995958,0.0000088327,0.57311076,0.992574,0.0000171300,0.67648656,0.992668,0.0000167025,0.67738749,0.989174,0.0000263325,0.86414761,0.988869,0.0000262650,0.85432642,0.989290,0.0000258004,0.81780440,0.0001026614,0.981910,1.70680857,0.995039,0.0000242609,0.89161018,0.985584,0.0000785167,1.52425679,0.989296,0.0000547965,1.30740232,0.971685,0.0001720440,2.23692938,0.985309,0.0000831598,1.62587082,0.981343,0.0001082790,1.74436044,done
156,5148,epithermal_only,0.0001360093,0.986439,1.70104355%,0.0001466073,0.985543,1.77662167,0.0000391133,0.989820,1.01004363,0.996687,0.0000285259,0.96340881,0.989656,0.0000985798,1.41922827,0.989815,0.0000968370,1.42095361,0.983615,0.0001714910,1.97374418,0.983703,0.0001687657,1.96379953,0.984101,0.0001655255,1.88992636,0.996023,0.0000139256,0.65538299,0.992278,0.0000287534,0.85171464,0.992267,0.0000291897,0.86857334,0.988772,0.0000432132,1.07411642,0.988549,0.0000446111,1.08469487,0.988924,0.0000431746,1.07016976,0.0001946795,0.980940,2.08896959,0.995383,0.0000417764,1.17476666,0.985903,0.0001379111,1.73398184,0.987550,0.0001186064,1.63180958,0.978486,0.0002265508,2.28825135,0.979418,0.0002163810,2.24282849,0.978291,0.0002249575,2.25955018,done
156,5148,fast_only,0.0004585489,0.966751,2.47335408%,0.0004994678,0.964874,2.60812660,0.0000844332,0.980901,1.24114815,0.996347,0.0000415970,1.07864779,0.976924,0.0003062568,1.93956677,0.976513,0.0003081368,1.95277491,0.960582,0.0005801400,2.92352696,0.959279,0.0005886837,2.95337632,0.960161,0.0005808603,2.84656198,0.994806,0.0000176591,0.73951486,0.986694,0.0000561449,1.03952008,0.986309,0.0000567671,1.01647339,0.978514,0.0000968610,1.34575167,0.977632,0.0000980492,1.36892433,0.978566,0.0000956274,1.30886202,0.0007442992,0.946303,3.60316076,0.995704,0.0000530635,1.24182340,0.963567,0.0004890541,3.02181039,0.970539,0.0003763518,2.26719617,0.931036,0.0009862261,4.39146380,0.948084,0.0007379669,3.46218041,0.936144,0.0008920257,4.11603197,done
156,5148,keff,0.0000006568,0.834021,0.05747955%,0.0000006921,0.818987,0.05943933,0.0000003343,0.934623,0.03956165,0.826304,0.0000004516,0.04905760,0.803576,0.0000006197,0.05493289,0.820810,0.0000005788,0.05396099,0.785025,0.0000007723,0.06302220,0.774458,0.0000008420,0.06658529,0.820550,0.0000006590,0.05826831,0.847473,0.0000006120,0.06160413,0.918320,0.0000003496,0.04143960,0.926744,0.0000002967,0.04003205,0.927817,0.0000003577,0.03982750,0.911325,0.0000003729,0.04315126,0.937187,0.0000002875,0.03501425,0.0000007779,0.798365,0.06277914,0.807778,0.0000004880,0.05080394,0.799243,0.0000005936,0.05562964,0.797501,0.0000006288,0.05658153,0.770231,0.0000008383,0.06561251,0.737379,0.0000010262,0.07271486,0.800238,0.0000007589,0.06184485,done
156,5148,thermal_only,0.0017304681,0.979825,5.07302761%,0.0018709246,0.978560,5.32725989,0.0004462949,0.991457,2.74861818,0.995450,0.0004516949,2.93682577,0.986795,0.0012322582,4.20622182,0.986697,0.0013225113,4.29655898,0.973592,0.0020534605,5.74663633,0.974149,0.0022092921,5.91059809,0.974059,0.0021244352,5.74235173,0.986767,0.0002501916,2.33122955,0.992816,0.0003089834,2.45650303,0.994092,0.0003115955,2.36676767,0.989053,0.0004901855,2.89916781,0.990812,0.0005161011,2.86670289,0.990238,0.0004964589,2.87373862,0.0027666605,0.966850,8.15037710,0.988158,0.0012226249,5.04161905,0.978094,0.0020085859,6.53456324,0.977196,0.0021671955,7.12038872,0.962130,0.0028363461,8.21765559,0.960003,0.0032791609,9.23243377,0.960315,0.0030571750,8.71756176,done
156,5148,total,0.0000585917,0.989374,1.24071884%,0.0000623310,0.988812,1.28857533,0.0000244036,0.989711,0.80317378,0.996339,0.0000169201,0.74113899,0.991323,0.0000460078,1.05757639,0.992501,0.0000379347,1.01352361,0.986200,0.0000824133,1.50087913,0.988222,0.0000646076,1.37315937,0.988068,0.0000685091,1.35443467,0.997008,0.0000065192,0.51585023,0.992153,0.0000180918,0.66905005,0.992617,0.0000168117,0.65818208,0.988417,0.0000282078,0.89710361,0.988495,0.0000271638,0.85391407,0.988697,0.0000272465,0.84782082,0.0001222875,0.978458,1.90018240,0.994117,0.0000286857,0.99436320,0.981164,0.0001027315,1.85676485,0.990978,0.0000462141,1.13659102,0.965724,0.0002083861,2.49187257,0.986334,0.0000773804,1.49893116,0.975639,0.0001413942,2.14969996,done
169,5577,epithermal_only,0.0001377683,0.986265,1.68981220%,0.0001479681,0.985414,1.75674106,0.0000445134,0.988385,1.07789118,0.996470,0.0000304088,0.96048756,0.989500,0.0001001409,1.40968882,0.989683,0.0000981337,1.40380927,0.983463,0.0001731234,1.95482418,0.983680,0.0001690443,1.93613652,0.983945,0.0001672028,1.86768425,0.995320,0.0000164314,0.75045409,0.991641,0.0000310614,0.89012979,0.991226,0.0000330386,0.91902363,0.986926,0.0000501028,1.16928450,0.987090,0.0000502376,1.15542021,0.987264,0.0000495057,1.13625940,0.0002208911,0.978368,2.17407202,0.996219,0.0000341198,1.02082013,0.986207,0.0001349005,1.58653961,0.986633,0.0001272915,1.65829958,0.976376,0.0002486633,2.34477097,0.975178,0.0002609196,2.47646572,0.974667,0.0002624698,2.40171547,done
169,5577,fast_only,0.0004378867,0.968252,2.47699881%,0.0004768462,0.966469,2.60973985,0.0000816857,0.981433,1.26336646,0.995807,0.0000477995,1.14954896,0.977854,0.0002939022,1.93679539,0.977151,0.0002997409,1.96714181,0.962343,0.0005542539,2.94674353,0.961506,0.0005566304,2.94891214,0.962006,0.0005540204,2.83184860,0.993570,0.0000222868,0.78447226,0.986594,0.0000560350,1.06598818,0.985745,0.0000586326,1.06626984,0.978489,0.0000959725,1.41863718,0.979222,0.0000911108,1.35174258,0.979533,0.0000910143,1.31294253,0.0006468236,0.953344,3.15857548,0.995951,0.0000500091,1.17752731,0.970238,0.0003995952,2.44166116,0.970715,0.0003740515,2.24186068,0.949704,0.0007192021,3.45443444,0.945683,0.0007719812,3.61735560,0.944822,0.0007712877,3.49143116,done
