experiment,n_geometries,n_runs,target,overall_mse,overall_r2,overall_mape,setA_mse,setA_r2,setA_mape,setB_mse,setB_r2,setB_mape,setA_4G_r2,setA_4G_mse,setA_4G_mape,setA_3G1P_r2,setA_3G1P_mse,setA_3G1P_mape,setA_3G1B_r2,setA_3G1B_mse,setA_3G1B_mape,setA_2G2P_r2,setA_2G2P_mse,setA_2G2P_mape,setA_2G2B_r2,setA_2G2B_mse,setA_2G2B_mape,setA_2G1P1B_r2,setA_2G1P1B_mse,setA_2G1P1B_mape,setB_4G_r2,setB_4G_mse,setB_4G_mape,setB_3G1P_r2,setB_3G1P_mse,setB_3G1P_mape,setB_3G1B_r2,setB_3G1B_mse,setB_3G1B_mape,setB_2G2P_r2,setB_2G2P_mse,setB_2G2P_mape,setB_2G2B_r2,setB_2G2B_mse,setB_2G2B_mape,setB_2G1P1B_r2,setB_2G1P1B_mse,setB_2G1P1B_mape,setC_mse,setC_r2,setC_mape,setC_4G_r2,setC_4G_mse,setC_4G_mape,setC_3G1P_r2,setC_3G1P_mse,setC_3G1P_mape,setC_3G1B_r2,setC_3G1B_mse,setC_3G1B_mape,setC_2G2P_r2,setC_2G2P_mse,setC_2G2P_mape,setC_2G2B_r2,setC_2G2B_mse,setC_2G2B_mape,setC_2G1P1B_r2,setC_2G1P1B_mse,setC_2G1P1B_mape,status
random,104,3432,thermal_only,0.0018536946,0.978327,5.89176718%,0.0019238840,0.977913,6.00085375,0.0004264448,0.992424,2.99643422,0.991406,0.0008441967,4.13640908,0.985247,0.0013657207,5.10220897,0.984986,0.0014830373,5.11061929,0.973914,0.0020271072,6.32505574,0.973339,0.0022763958,6.45417982,0.974118,0.0021189938,6.36375318,0.982807,0.0003588131,3.14252596,0.991620,0.0003870611,3.05559790,0.993527,0.0003644119,2.83016990,0.990969,0.0004418140,2.99293763,0.991801,0.0004953869,3.20103880,0.992424,0.0004237306,2.91940613,0.0019327459,0.976797,6.30705042,0.988185,0.0012219163,4.73296436,0.982963,0.0015505936,5.65590230,0.981342,0.0017552992,5.62774964,0.974408,0.0019133801,6.42203361,0.972967,0.0022212371,6.67821815,0.973437,0.0020441474,6.63906467,done
random,104,3432,total,0.0000688747,0.987520,1.39557897%,0.0000724171,0.987018,1.43807987,0.0000299102,0.988338,0.90171887,0.995222,0.0000219298,0.83981269,0.990046,0.0000527935,1.19694552,0.990914,0.0000459349,1.13843828,0.984755,0.0000912326,1.64100641,0.986083,0.0000764741,1.51321896,0.985987,0.0000805566,1.52916131,0.996360,0.0000085374,0.53593066,0.991303,0.0000215793,0.75352488,0.991038,0.0000219909,0.76646683,0.986838,0.0000346799,0.98540142,0.987051,0.0000331527,0.97389612,0.987326,0.0000331018,0.94875332,0.0000708773,0.987573,1.41163127,0.994305,0.0000277007,0.90546207,0.989425,0.0000579525,1.23007009,0.991259,0.0000448028,1.13222103,0.985340,0.0000895643,1.59731154,0.987689,0.0000699406,1.44371788,0.986517,0.0000786120,1.49872495,done
random,117,3861,epithermal_only,0.0001684058,0.983213,2.08959156%,0.0001733065,0.982920,2.13424677,0.0000428470,0.989838,1.06694672,0.994775,0.0000449987,1.15125558,0.987104,0.0001229862,1.74431623,0.987479,0.0001191392,1.72221702,0.980730,0.0002018040,2.35553000,0.981379,0.0001929446,2.29903096,0.981300,0.0001947603,2.29044910,0.996376,0.0000135503,0.63443111,0.992110,0.0000319186,0.91655429,0.992555,0.0000305737,0.86726701,0.988794,0.0000475471,1.16191350,0.988524,0.0000491495,1.16318680,0.988920,0.0000475210,1.12407696,0.0001596276,0.984380,2.07419595,0.994105,0.0000532188,1.28598815,0.987392,0.0001233903,1.77680728,0.988694,0.0001077808,1.67327093,0.983057,0.0001785253,2.24904630,0.983382,0.0001748201,2.22195222,0.982552,0.0001808404,2.21156462,done
random,117,3861,fast_only,0.0004596406,0.966675,2.99152085%,0.0005002506,0.964828,3.16137655,0.0000827153,0.982409,1.33646231,0.994885,0.0000581642,1.30113205,0.976006,0.0003182870,2.39563807,0.975657,0.0003192188,2.39484934,0.960745,0.0005778761,3.50969511,0.959560,0.0005846988,3.54071091,0.960448,0.0005770528,3.46332569,0.994942,0.0000172210,0.81359243,0.987864,0.0000536626,1.08552859,0.986735,0.0000581275,1.11892422,0.980638,0.0000931934,1.44020730,0.979319,0.0000969113,1.48083413,0.980299,0.0000937164,1.41213366,0.0004349299,0.968632,2.96707777,0.994263,0.0000707696,1.46643853,0.977921,0.0002964967,2.35164711,0.979183,0.0002656987,2.22638094,0.964642,0.0005050395,3.29446720,0.964867,0.0004998088,3.27315849,0.964219,0.0005004373,3.22785117,done
random,117,3861,keff,0.0000006640,0.832199,0.05729472%,0.0000006471,0.830757,0.05681962,0.0000008764,0.844706,0.06309274,0.816857,0.0000004762,0.04883366,0.827334,0.0000005448,0.05128767,0.827902,0.0000005559,0.05132923,0.788407,0.0000007602,0.06203586,0.803651,0.0000007331,0.06156170,0.829431,0.0000006264,0.05618008,0.483180,0.0000022880,0.11522747,0.727892,0.0000012892,0.07956369,0.770104,0.0000010365,0.07065898,0.826110,0.0000009551,0.06363036,0.866753,0.0000006202,0.05724669,0.870065,0.0000006565,0.05338999,0.0000007109,0.815737,0.05934570,0.779924,0.0000005587,0.05319486,0.803220,0.0000005818,0.05309945,0.814783,0.0000005752,0.05292406,0.772760,0.0000008291,0.06417449,0.790001,0.0000008206,0.06497287,0.816297,0.0000006978,0.05885460,done
random,117,3861,thermal_only,0.0017731001,0.979201,5.51393736%,0.0019131727,0.977964,5.73789562,0.0004080744,0.992747,3.06642716,0.991467,0.0008078629,3.56081746,0.985211,0.0013588123,4.71252958,0.985331,0.0014402713,4.74731231,0.973649,0.0020407552,6.04232316,0.973584,0.0022512746,6.43664057,0.974107,0.0021148603,6.08971568,0.986290,0.0002796246,2.89647174,0.992608,0.0003442204,2.86766759,0.994487,0.0003133816,2.66446218,0.991477,0.0004180817,3.07876793,0.991782,0.0004964576,3.55053203,0.992382,0.0004224321,3.03260882,0.0018689013,0.977535,6.04305694,0.989629,0.0010538929,4.25801332,0.982320,0.0015999259,5.30890488,0.983281,0.0015724455,5.26773052,0.975344,0.0018416042,6.07877656,0.974210,0.0021202138,6.65282709,0.973790,0.0020135121,6.37271612,done
random,117,3861,total,0.0000672237,0.987837,1.37330505%,0.0000698780,0.987496,1.40559285,0.0000267899,0.989538,0.83635587,0.995967,0.0000186355,0.76836445,0.990394,0.0000510203,1.14718504,0.991451,0.0000433098,1.08871057,0.985066,0.0000895209,1.61987779,0.986669,0.0000734254,1.49199826,0.986504,0.0000776951,1.50011340,0.997321,0.0000062478,0.45735553,0.992540,0.0000184982,0.68069582,0.992405,0.0000186149,0.69135990,0.988565,0.0000300444,0.91315376,0.988049,0.0000305613,0.89987519,0.988319,0.0000304778,0.89799930,0.0000662492,0.988377,1.38724070,0.995172,0.0000235048,0.88950666,0.990448,0.0000522602,1.18213588,0.991773,0.0000421929,1.10440499,0.986431,0.0000828710,1.57501040,0.988318,0.0000663451,1.43643596,0.987270,0.0000741459,1.47301979,done
random,130,4290,epithermal_only,0.0001470787,0.985337,1.94608664%,0.0001451209,0.985678,1.94406059,0.0000494538,0.988206,1.23195154,0.996241,0.0000323184,1.00558640,0.989748,0.0000976093,1.53921344,0.989623,0.0000985750,1.54943423,0.983835,0.0001690801,2.16003082,0.984143,0.0001640930,2.11597177,0.984195,0.0001644079,2.09481725,0.992698,0.0000267207,0.87959139,0.989830,0.0000406595,1.12677674,0.990025,0.0000406579,1.13618904,0.987509,0.0000526645,1.28360872,0.987281,0.0000544016,1.28512195,0.987562,0.0000531325,1.27588019,0.0001465511,0.985663,1.93138840,0.995702,0.0000392541,1.09230617,0.988713,0.0001106230,1.62392271,0.989789,0.0000973430,1.54502036,0.984430,0.0001640755,2.08723828,0.984117,0.0001671411,2.12085628,0.984097,0.0001648436,2.06016174,done
random,130,4290,fast_only,0.0004215836,0.969477,2.81451275%,0.0004563114,0.967948,2.94999622,0.0000847260,0.981697,1.34120614,0.995717,0.0000487657,1.16122572,0.978523,0.0002851171,2.17026613,0.978130,0.0002870244,2.18322125,0.963966,0.0005310024,3.30804730,0.963090,0.0005342407,3.32618952,0.963884,0.0005274570,3.24743994,0.992529,0.0000251270,0.84820456,0.986118,0.0000599458,1.16229430,0.984580,0.0000656559,1.25506881,0.979845,0.0000953130,1.40511183,0.979098,0.0000965182,1.43979261,0.980251,0.0000931198,1.38939324,0.0004299951,0.968976,2.89695188,0.995496,0.0000557117,1.28382717,0.978354,0.0002905114,2.23646710,0.979037,0.0002674738,2.14798682,0.965137,0.0004979797,3.23128506,0.964669,0.0005024785,3.26976823,0.964820,0.0004917225,3.14806444,done
random,130,4290,keff,0.0000005710,0.855717,0.05353726%,0.0000005621,0.852995,0.05323224,0.0000006425,0.886151,0.05474347,0.871362,0.0000003345,0.04155604,0.856584,0.0000004525,0.04724478,0.869753,0.0000004207,0.04590353,0.810514,0.0000006808,0.05874737,0.823783,0.0000006579,0.05842494,0.848195,0.0000005575,0.05329005,0.691328,0.0000013665,0.08771287,0.841500,0.0000007510,0.05708394,0.847229,0.0000006888,0.05879170,0.867561,0.0000007274,0.05616231,0.897447,0.0000004774,0.05001982,0.887050,0.0000005707,0.05151887,0.0000006004,0.844381,0.05506907,0.854445,0.0000003695,0.04403284,0.847502,0.0000004509,0.04743959,0.855756,0.0000004479,0.04756981,0.800860,0.0000007266,0.06120501,0.816328,0.0000007177,0.06053916,0.842449,0.0000005985,0.05523169,done
random,130,4290,thermal_only,0.0017513110,0.979636,5.09952851%,0.0018714243,0.978611,5.28414615,0.0003546788,0.993827,2.47130542,0.995936,0.0003890075,2.69961673,0.986981,0.0012166559,4.14196335,0.986845,0.0013081854,4.21554066,0.973769,0.0020464306,5.71742621,0.973941,0.0022320897,5.84529202,0.974036,0.0021331256,5.73924006,0.992861,0.0001603000,1.77449573,0.994238,0.0002777463,2.24922338,0.995188,0.0002814107,2.20009792,0.992506,0.0003732886,2.61045306,0.993463,0.0004050945,2.57959119,0.993125,0.0003864311,2.57008605,0.0018932616,0.977355,5.71081361,0.991973,0.0008169081,3.55877560,0.983588,0.0015023290,4.94733834,0.984662,0.0014523032,4.74891542,0.973420,0.0019910242,5.90533625,0.972889,0.0022374987,6.28376369,0.973555,0.0020395509,6.08213012,done
random,130,4290,total,0.0000624947,0.988648,1.35246228%,0.0000614646,0.988938,1.33547030,0.0000478375,0.981289,1.23626326,0.996619,0.0000154680,0.69422886,0.991585,0.0000444247,1.08376948,0.992493,0.0000377823,1.02499349,0.986934,0.0000779315,1.53346654,0.988059,0.0000653653,1.42330119,0.988005,0.0000686880,1.43338605,0.985797,0.0000330337,1.06329841,0.982717,0.0000427393,1.17469118,0.983838,0.0000395661,1.14924985,0.979967,0.0000525020,1.28856553,0.980254,0.0000504448,1.27925741,0.980844,0.0000498917,1.25255729,0.0000626110,0.989019,1.32755014,0.996371,0.0000176240,0.75066742,0.991089,0.0000488327,1.13346100,0.992828,0.0000367752,1.01882179,0.987110,0.0000787930,1.49875087,0.988540,0.0000650671,1.40207689,0.987941,0.0000702580,1.42052444,done
random,143,4719,epithermal_only,0.0001339201,0.986650,1.86323626%,0.0001428289,0.985918,1.93186933,0.0000480216,0.988631,1.14556657,0.996558,0.0000296287,0.94763494,0.989928,0.0000960154,1.52254929,0.989774,0.0000972466,1.52879105,0.984162,0.0001658248,2.14380206,0.984351,0.0001621067,2.11756755,0.984448,0.0001619240,2.08587283,0.997056,0.0000110348,0.62973157,0.991608,0.0000340201,0.96279725,0.991026,0.0000369102,1.01025163,0.987998,0.0000510837,1.20282060,0.986894,0.0000564389,1.21913444,0.987458,0.0000537349,1.22916994,0.0001420322,0.986098,1.90569408,0.995976,0.0000364584,1.08406083,0.989122,0.0001063979,1.59089928,0.989639,0.0000987218,1.57425070,0.985041,0.0001576002,2.06194974,0.984989,0.0001578775,2.05674671,0.984420,0.0001614672,2.03614809,done
random,143,4719,fast_only,0.0004404582,0.968067,2.89786910%,0.0004794186,0.966293,3.06439952,0.0000830459,0.982262,1.28849620,0.995282,0.0000536779,1.27716588,0.977005,0.0003049616,2.27771535,0.976652,0.0003061097,2.28158746,0.962037,0.0005588786,3.43799065,0.961385,0.0005583984,3.44382191,0.962195,0.0005515991,3.35999432,0.992868,0.0000251710,0.90799471,0.988162,0.0000525039,1.02279392,0.987133,0.0000566951,1.04418834,0.979323,0.0000978006,1.43097446,0.979955,0.0000941321,1.39387660,0.980170,0.0000939127,1.36627870,0.0004236078,0.969437,2.91825325,0.994702,0.0000655119,1.35154368,0.978573,0.0002875699,2.27703196,0.979900,0.0002562862,2.17076927,0.966099,0.0004841349,3.24304297,0.965128,0.0004959372,3.26517731,0.965078,0.0004882392,3.17628815,done
random,143,4719,keff,0.0000005037,0.872718,0.05069419%,0.0000005022,0.868665,0.05056042,0.0000005188,0.908071,0.05151619,0.874984,0.0000003250,0.04129194,0.872501,0.0000004023,0.04462108,0.881800,0.0000003818,0.04404905,0.838432,0.0000005805,0.05449546,0.830336,0.0000006334,0.05796327,0.867773,0.0000004856,0.04981410,0.808523,0.0000008477,0.06659364,0.885663,0.0000005417,0.05177746,0.899992,0.0000004509,0.04986858,0.882733,0.0000006441,0.05827359,0.898175,0.0000004740,0.04990892,0.907742,0.0000004662,0.04814679,0.0000005715,0.851862,0.05364764,0.836987,0.0000004138,0.04685173,0.854506,0.0000004302,0.04660676,0.860623,0.0000004328,0.04638099,0.805745,0.0000007087,0.05902893,0.823022,0.0000006915,0.06025812,0.855388,0.0000005494,0.05298913,done
random,143,4719,thermal_only,0.0017506362,0.979580,5.13978524%,0.0018774192,0.978483,5.32819200,0.0003587322,0.993732,2.60387583,0.994559,0.0005233830,3.01672617,0.986671,0.0012394153,4.25830185,0.986416,0.0013470326,4.35570537,0.973854,0.0020337427,5.75361320,0.973684,0.0022492399,5.92531318,0.974189,0.0021156471,5.69033523,0.991959,0.0001628350,2.09494486,0.994458,0.0002691035,2.40104538,0.995378,0.0002679293,2.32695771,0.991541,0.0004194426,2.82869859,0.992553,0.0004526484,2.90661893,0.993677,0.0003578874,2.54242000,0.0018438606,0.977977,5.60706239,0.993673,0.0006439015,3.27340935,0.984174,0.0014520838,4.77320610,0.985368,0.0013920393,4.60142023,0.974559,0.0019070277,5.85061335,0.974553,0.0020982853,6.07025538,0.973261,0.0020665906,6.06196947,done
random,143,4719,total,0.0000601723,0.989102,1.31174081%,0.0000626578,0.988776,1.34523457,0.0000300039,0.988301,0.89354274,0.996382,0.0000166127,0.72394308,0.991188,0.0000467354,1.10544840,0.992245,0.0000392220,1.04466337,0.986635,0.0000800356,1.55788665,0.988079,0.0000656094,1.42753690,0.987925,0.0000694497,1.42965078,0.995981,0.0000093579,0.56740223,0.991375,0.0000214101,0.75255492,0.991276,0.0000213829,0.77840473,0.986931,0.0000344720,0.94495819,0.986788,0.0000337966,0.94701183,0.987241,0.0000333322,0.95365412,0.0000618739,0.989139,1.33087385,0.995821,0.0000205102,0.81769763,0.990942,0.0000495496,1.13530364,0.992286,0.0000395340,1.07016557,0.987255,0.0000778522,1.51900441,0.989023,0.0000623331,1.37906168,0.988199,0.0000686684,1.40771332,done
random,156,5148,epithermal_only,0.0001386839,0.986175,1.82473435%,0.0001484002,0.985374,1.90401286,0.0000475854,0.988754,1.03684435,0.996681,0.0000285398,0.94932893,0.989857,0.0000967635,1.48049544,0.989948,0.0000956380,1.47142779,0.983260,0.0001753133,2.13986154,0.983626,0.0001696572,2.09500150,0.983764,0.0001691033,2.05551869,0.997944,0.0000076328,0.50418410,0.992394,0.0000308880,0.78944758,0.992509,0.0000309738,0.79582200,0.987420,0.0000535620,1.14090806,0.987312,0.0000545718,1.13725926,0.987087,0.0000555364,1.14179977,0.0001543609,0.984892,1.92260468,0.995379,0.0000414203,1.10190974,0.988263,0.0001148172,1.58471899,0.989204,0.0001028540,1.53536804,0.983299,0.0001759429,2.11217582,0.983638,0.0001720688,2.09701315,0.983163,0.0001745090,2.05093928,done
random,156,5148,fast_only,0.0004280688,0.968989,2.76717537%,0.0004665546,0.967213,2.94248254,0.0000809193,0.983398,1.15043385,0.996053,0.0000450211,1.18161194,0.978633,0.0002835712,2.14048988,0.977949,0.0002892938,2.17510822,0.963059,0.0005440998,3.30447996,0.961983,0.0005500277,3.32330585,0.962917,0.0005412546,3.24093372,0.994234,0.0000197232,0.78413991,0.988371,0.0000537454,0.94823620,0.987824,0.0000550687,0.96783913,0.981152,0.0000938457,1.24355525,0.981038,0.0000918970,1.26086027,0.981470,0.0000917417,1.20744856,0.0004450034,0.967911,2.88451432,0.995723,0.0000525467,1.23072708,0.978460,0.0002893031,2.18333220,0.977744,0.0002842938,2.19176675,0.963526,0.0005213588,3.22656881,0.963735,0.0005160446,3.22993504,0.963553,0.0005095877,3.14369038,done
random,156,5148,keff,0.0000005919,0.850423,0.05417599%,0.0000006031,0.842273,0.05502010,0.0000005309,0.905925,0.04821723,0.884234,0.0000003010,0.03815309,0.843650,0.0000004933,0.04905378,0.858584,0.0000004568,0.04723940,0.796505,0.0000007311,0.06129291,0.802913,0.0000007358,0.06200986,0.841175,0.0000005832,0.05437673,0.765344,0.0000010388,0.08069283,0.880147,0.0000005679,0.05036731,0.900741,0.0000004475,0.04597665,0.887634,0.0000006172,0.04850651,0.891991,0.0000005028,0.04964994,0.905989,0.0000004750,0.04468012,0.0000006467,0.832365,0.05700049,0.861252,0.0000003522,0.04261267,0.826159,0.0000005140,0.05124925,0.840691,0.0000004947,0.04966861,0.784403,0.0000007866,0.06358872,0.796130,0.0000007966,0.06374722,0.836440,0.0000006213,0.05589698,done
random,156,5148,thermal_only,0.0018725400,0.978210,5.44781854%,0.0019993695,0.977132,5.63755899,0.0003827987,0.993349,2.55544804,0.995783,0.0004187461,3.09680051,0.986197,0.0012908344,4.48414163,0.986134,0.0013806747,4.62911770,0.971751,0.0022003886,6.00943534,0.972413,0.0023605824,6.25288718,0.972070,0.0022923822,6.07630614,0.986751,0.0002679380,2.48954857,0.994290,0.0002747849,2.37026716,0.995420,0.0002701874,2.29298785,0.991709,0.0004147370,2.64992925,0.991831,0.0004984952,2.88871058,0.993132,0.0003920946,2.49628148,0.0020391973,0.975663,6.21829635,0.992153,0.0008189784,3.97141554,0.984233,0.0014504168,5.23793032,0.982987,0.0016254068,5.34638620,0.971840,0.0021174841,6.41222371,0.971059,0.0023863945,6.77542078,0.970695,0.0022626662,6.64805388,done
random,156,5148,total,0.0000588739,0.989336,1.27215361%,0.0000625623,0.988792,1.32598382,0.0000272793,0.989347,0.80588722,0.996602,0.0000156303,0.72372541,0.991505,0.0000450983,1.06388312,0.992491,0.0000380143,1.00633208,0.986500,0.0000808232,1.54788092,0.987915,0.0000664598,1.42187165,0.987933,0.0000693982,1.41119703,0.998117,0.0000043832,0.35168969,0.992422,0.0000187748,0.63662949,0.992716,0.0000178264,0.63605498,0.988306,0.0000307587,0.87974465,0.988100,0.0000304242,0.89267556,0.987789,0.0000318611,0.87644413,0.0000637714,0.988805,1.32357597,0.995274,0.0000227864,0.83181789,0.990776,0.0000503824,1.11382795,0.992272,0.0000395859,1.04119200,0.986525,0.0000822782,1.52651206,0.988776,0.0000637380,1.37641375,0.987893,0.0000704862,1.40084811,done
random,169,5577,epithermal_only,0.0001356493,0.986479,1.84094168%,0.0001447489,0.985732,1.91423383,0.0000464019,0.989180,1.07271738,0.996111,0.0000333828,1.00925869,0.989796,0.0000972751,1.49329171,0.989696,0.0000979888,1.50498022,0.983911,0.0001684796,2.14070077,0.983999,0.0001657736,2.10914699,0.984343,0.0001630629,2.05569029,0.997279,0.0000107129,0.52442584,0.992129,0.0000323926,0.88442899,0.992204,0.0000327084,0.89722737,0.987900,0.0000521806,1.17560824,0.987275,0.0000553864,1.18444031,0.988247,0.0000512287,1.13236092,0.0001420753,0.986094,1.85805356,0.996401,0.0000326178,1.00511555,0.989910,0.0000986684,1.47838022,0.990304,0.0000923848,1.45824230,0.984124,0.0001672671,2.06639532,0.984809,0.0001597604,2.04267849,0.984482,0.0001608209,1.99271117,done
random,169,5577,fast_only,0.0004318139,0.968710,2.84310867%,0.0004709187,0.966903,3.01646972,0.0000784611,0.983448,1.25194739,0.996437,0.0000405556,1.12849397,0.977952,0.0002925573,2.19237329,0.977474,0.0002954937,2.21181497,0.962674,0.0005496771,3.39711088,0.961683,0.0005542757,3.40710181,0.962751,0.0005436535,3.33108146,0.992709,0.0000238741,0.74690756,0.988047,0.0000529613,1.03979465,0.986679,0.0000583219,1.08592588,0.981346,0.0000901252,1.34322766,0.981667,0.0000874484,1.32322977,0.981735,0.0000878972,1.33881079,0.0004205217,0.969672,2.86342965,0.995454,0.0000561679,1.24965793,0.980224,0.0002656076,2.17467728,0.979816,0.0002578152,2.12846658,0.964660,0.0005048442,3.22334387,0.965674,0.0004883814,3.20873471,0.965620,0.0004807672,3.12031664,done
random,169,5577,keff,0.0000005345,0.864941,0.05117621%,0.0000005302,0.861324,0.05113185,0.0000006160,0.890855,0.05295820,0.866253,0.0000003477,0.04176478,0.861975,0.0000004355,0.04591969,0.865445,0.0000004346,0.04605853,0.819162,0.0000006497,0.05715765,0.816614,0.0000006847,0.05944301,0.871477,0.0000004720,0.04817245,0.733533,0.0000011797,0.08025098,0.856020,0.0000006822,0.05043749,0.873316,0.0000005711,0.05019192,0.863435,0.0000007501,0.05733473,0.869920,0.0000006055,0.05701058,0.901042,0.0000005000,0.04823166,0.0000005505,0.857297,0.05254802,0.847446,0.0000003873,0.04538418,0.854558,0.0000004300,0.04614815,0.865722,0.0000004170,0.04548175,0.813625,0.0000006800,0.05846703,0.819118,0.0000007068,0.06099795,0.866802,0.0000005060,0.05045122,done
random,169,5577,thermal_only,0.0017548035,0.979454,5.18212824%,0.0018959178,0.978196,5.41933331,0.0004201735,0.992521,2.69692438,0.995398,0.0004377316,2.74711507,0.986688,0.0012330393,4.19061079,0.986785,0.0013062029,4.29572503,0.972786,0.0021072320,5.92671042,0.973574,0.0022528549,6.02379809,0.973669,0.0021508389,5.87020748,0.987717,0.0002412684,2.37026148,0.993301,0.0003141915,2.46340709,0.994859,0.0002931671,2.30017719,0.988088,0.0005634862,3.18870034,0.992494,0.0004545954,2.80248831,0.992439,0.0004238779,2.63556451,0.0017589304,0.979020,5.48558093,0.994765,0.0005394930,3.07545625,0.986809,0.0012157400,4.41662398,0.986591,0.0012813259,4.46454775,0.973578,0.0019821930,5.96551898,0.974856,0.0020761607,6.03323068,0.975016,0.0019309040,5.86995699,done
random,169,5577,total,0.0000590658,0.989299,1.29473672%,0.0000625372,0.988791,1.33994058,0.0000276936,0.989185,0.88537215,0.995876,0.0000188934,0.78140640,0.991317,0.0000460519,1.08509958,0.992203,0.0000394108,1.03385617,0.986758,0.0000792782,1.54587827,0.987910,0.0000664550,1.43335346,0.987987,0.0000690485,1.42378495,0.996042,0.0000092357,0.57677666,0.991976,0.0000198784,0.72422834,0.991900,0.0000198417,0.73485846,0.988295,0.0000307887,0.95003368,0.987372,0.0000322971,0.98327384,0.988264,0.0000306047,0.93369265,0.0000594522,0.989568,1.28464708,0.995971,0.0000196735,0.76493644,0.991895,0.0000442823,1.05614060,0.992996,0.0000359233,0.98662146,0.987103,0.0000788321,1.50329991,0.989536,0.0000594235,1.34581305,0.988663,0.0000660020,1.36370053,done
random,182,6006,epithermal_only,0.0001419357,0.985851,1.91628933%,0.0001510246,0.985109,1.98726163,0.0000428333,0.989824,1.06323135,0.996581,0.0000294833,0.97164657,0.989644,0.0000987327,1.55743495,0.989277,0.0001019816,1.57521739,0.983304,0.0001747804,2.20838407,0.983374,0.0001721841,2.17658426,0.983433,0.0001724738,2.14729733,0.996440,0.0000133101,0.69110859,0.991749,0.0000332763,0.94449857,0.991855,0.0000334294,0.95020363,0.989308,0.0000453373,1.10190539,0.988300,0.0000501706,1.12476422,0.989071,0.0000466932,1.12139161,0.0001428191,0.986028,1.91952809,0.995754,0.0000384888,1.09646188,0.989330,0.0001044671,1.59813341,0.989546,0.0000996815,1.58719994,0.984949,0.0001586496,2.07413607,0.984769,0.0001602505,2.08171885,0.984364,0.0001620743,2.04785156,done
random,182,6006,fast_only,0.0004503254,0.967366,2.92466710%,0.0004898643,0.965570,3.09369649,0.0000831316,0.982313,1.24699170,0.995753,0.0000482931,1.18174633,0.976942,0.0003058940,2.25195763,0.976596,0.0003069602,2.26398070,0.961076,0.0005731598,3.48294890,0.960064,0.0005777166,3.50872216,0.961401,0.0005633793,3.40803819,0.991124,0.0000303695,1.01042387,0.987560,0.0000547632,0.99034400,0.986465,0.0000586904,1.06914232,0.980157,0.0000952277,1.34031919,0.979870,0.0000946946,1.37273943,0.980463,0.0000933021,1.30200043,0.0004253677,0.969306,2.90738359,0.994807,0.0000642639,1.35944850,0.979099,0.0002805390,2.23922265,0.979330,0.0002636090,2.14740408,0.965657,0.0004903257,3.22692623,0.965093,0.0004963690,3.25275653,0.964963,0.0004897751,3.18039294,done
random,182,6006,keff,0.0000005691,0.856185,0.05236677%,0.0000005378,0.859340,0.05143861,0.0000009100,0.838759,0.06127159,0.858170,0.0000003688,0.04261729,0.852147,0.0000004665,0.04702368,0.857157,0.0000004614,0.04697850,0.822561,0.0000006375,0.05651894,0.818314,0.0000006783,0.05935051,0.868992,0.0000004811,0.04863595,0.626010,0.0000016557,0.09015087,0.779638,0.0000010441,0.06437891,0.788601,0.0000009531,0.06162567,0.808740,0.0000010505,0.06344682,0.835440,0.0000007660,0.06083747,0.843558,0.0000007905,0.05684062,0.0000005749,0.850981,0.05327259,0.830625,0.0000004300,0.04636694,0.843935,0.0000004615,0.04756254,0.849502,0.0000004673,0.04765140,0.810453,0.0000006916,0.05864613,0.817070,0.0000007148,0.06046703,0.859855,0.0000005324,0.05134306,done
random,182,6006,thermal_only,0.0016409340,0.980867,5.47177492%,0.0017623675,0.979806,5.68564570,0.0003861374,0.993202,2.97889248,0.993873,0.0005988845,3.50043338,0.987220,0.0011886185,4.59832346,0.987223,0.0012665237,4.77004045,0.975798,0.0018836341,5.98845781,0.975904,0.0020597174,6.26208938,0.975525,0.0020065471,6.09576134,0.986288,0.0002824099,2.84424462,0.993950,0.0002897408,2.65815694,0.994676,0.0003057685,2.72801313,0.992218,0.0003869872,2.92676869,0.992000,0.0004842272,3.42030477,0.992786,0.0004042335,2.98600718,0.0018185464,0.978240,6.15316074,0.991487,0.0008873240,4.59159772,0.984748,0.0013959919,5.27287070,0.984002,0.0015160717,5.42741349,0.974922,0.0018802386,6.25622590,0.974963,0.0020617739,6.66220403,0.974248,0.0019856211,6.51301200,done
random,182,6006,total,0.0000574837,0.989590,1.27786499%,0.0000611526,0.989044,1.32596362,0.0000249468,0.990253,0.84769534,0.996227,0.0000174466,0.74813557,0.991802,0.0000435229,1.06718845,0.992613,0.0000374352,1.01881542,0.986833,0.0000788267,1.53963936,0.988087,0.0000655409,1.42682423,0.988249,0.0000675459,1.40548890,0.995313,0.0000109126,0.59706008,0.992798,0.0000178499,0.70982228,0.992382,0.0000186654,0.73655139,0.989102,0.0000286378,0.93168212,0.988836,0.0000285378,0.91080368,0.989661,0.0000269347,0.87803971,0.0000603566,0.989413,1.30208223,0.995815,0.0000202486,0.79018892,0.991576,0.0000460585,1.08823207,0.992489,0.0000385647,1.02453604,0.987609,0.0000757674,1.48982553,0.989212,0.0000612961,1.36766775,0.988396,0.0000675649,1.38201518,done
