experiment,n_geometries,n_runs,target,overall_mse,overall_r2,overall_mape,setA_mse,setA_r2,setA_mape,setB_mse,setB_r2,setB_mape,setA_4G_r2,setA_4G_mse,setA_4G_mape,setA_3G1P_r2,setA_3G1P_mse,setA_3G1P_mape,setA_3G1B_r2,setA_3G1B_mse,setA_3G1B_mape,setA_2G2P_r2,setA_2G2P_mse,setA_2G2P_mape,setA_2G2B_r2,setA_2G2B_mse,setA_2G2B_mape,setA_2G1P1B_r2,setA_2G1P1B_mse,setA_2G1P1B_mape,setB_4G_r2,setB_4G_mse,setB_4G_mape,setB_3G1P_r2,setB_3G1P_mse,setB_3G1P_mape,setB_3G1B_r2,setB_3G1B_mse,setB_3G1B_mape,setB_2G2P_r2,setB_2G2P_mse,setB_2G2P_mape,setB_2G2B_r2,setB_2G2B_mse,setB_2G2B_mape,setB_2G1P1B_r2,setB_2G1P1B_mse,setB_2G1P1B_mape,setC_mse,setC_r2,setC_mape,setC_4G_r2,setC_4G_mse,setC_4G_mape,setC_3G1P_r2,setC_3G1P_mse,setC_3G1P_mape,setC_3G1B_r2,setC_3G1B_mse,setC_3G1B_mape,setC_2G2P_r2,setC_2G2P_mse,setC_2G2P_mape,setC_2G2B_r2,setC_2G2B_mse,setC_2G2B_mape,setC_2G1P1B_r2,setC_2G1P1B_mse,setC_2G1P1B_mape,status
selected,117,3861,keff,0.0000006542,0.834697,0.05667966%,0.0000006737,0.823802,0.05821428,0.0000004786,0.915188,0.04189383,0.830506,0.0000004407,0.04722657,0.815905,0.0000005808,0.05291859,0.822165,0.0000005744,0.05338071,0.792964,0.0000007438,0.06136394,0.779357,0.0000008238,0.06570031,0.823785,0.0000006471,0.05718850,0.769640,0.0000010198,0.07436705,0.896458,0.0000004906,0.04403009,0.910502,0.0000004035,0.04138173,0.892126,0.0000005925,0.04182065,0.904683,0.0000004437,0.04339720,0.917839,0.0000004151,0.03793125,0.0000007052,0.817210,0.05970616,0.806677,0.0000004908,0.05084027,0.813910,0.0000005502,0.05306318,0.810581,0.0000005882,0.05432879,0.790214,0.0000007654,0.06265659,0.773914,0.0000008834,0.06772286,0.817180,0.0000006945,0.05897064,done
selected,117,3861,thermal_only,0.0017994945,0.979001,5.30676855%,0.0019367862,0.977791,5.52115811,0.0004447504,0.992179,2.83343893,0.994844,0.0005099530,3.12456690,0.986175,0.0012877187,4.38317659,0.985964,0.0013929093,4.48456498,0.972893,0.0021068846,5.91796249,0.973202,0.0022891061,6.12872610,0.973222,0.0021921279,5.94354607,0.990874,0.0002117015,2.19597446,0.993510,0.0003147271,2.56002319,0.994469,0.0003227968,2.47996295,0.990344,0.0004761634,2.99840220,0.991581,0.0005140597,2.94954312,0.991033,0.0004978022,2.95499115,0.0024445083,0.970811,6.64937604,0.992854,0.0007448288,3.59252899,0.980824,0.0017625321,5.46278947,0.981869,0.0017264214,5.31897050,0.966591,0.0025118332,6.85675559,0.965424,0.0028472008,7.30974974,0.963502,0.0028182946,7.31007475,done
selected,117,3861,total,0.0000599550,0.989130,1.27868402%,0.0000632648,0.988648,1.31687986,0.0000287405,0.988775,0.89809736,0.996335,0.0000170023,0.73237147,0.991291,0.0000461275,1.07497470,0.992157,0.0000396283,1.03455729,0.986484,0.0000807993,1.50990503,0.987878,0.0000665480,1.40765013,0.987759,0.0000703025,1.39843375,0.996872,0.0000072870,0.50944174,0.991771,0.0000203885,0.73114225,0.991867,0.0000199336,0.74837537,0.987309,0.0000333283,1.01514461,0.986621,0.0000342160,1.02459784,0.988034,0.0000312162,0.91427051,0.0000770493,0.986459,1.41541411,0.995429,0.0000221073,0.82468893,0.988984,0.0000603084,1.19745650,0.991477,0.0000436655,1.07505790,0.982988,0.0001037043,1.65932457,0.987133,0.0000730310,1.45737010,0.985026,0.0000870329,1.50797506,done
selected,130,4290,epithermal_only,0.0001363192,0.986408,1.72059477%,0.0001464282,0.985562,1.78987885,0.0000445211,0.989458,1.09398948,0.996448,0.0000305656,0.97847954,0.989607,0.0000990863,1.43008772,0.989647,0.0000984536,1.44186874,0.983586,0.0001718059,1.99426704,0.983851,0.0001672373,1.98494858,0.984175,0.0001647622,1.89370025,0.996250,0.0000145912,0.65575946,0.991595,0.0000342992,0.97432013,0.991751,0.0000342322,0.95980804,0.988422,0.0000489343,1.17184655,0.988274,0.0000501950,1.17411079,0.988628,0.0000488087,1.13613638,0.0001951512,0.980889,2.03698926,0.995471,0.0000407284,1.11626167,0.986019,0.0001367120,1.64054829,0.987158,0.0001222850,1.59275304,0.978074,0.0002307803,2.25513673,0.979783,0.0002125788,2.22058470,0.978253,0.0002253024,2.19332405,done
selected,130,4290,fast_only,0.0004309228,0.968770,2.54610511%,0.0004686549,0.967052,2.67961542,0.0000925799,0.980332,1.34703946,0.995462,0.0000517058,1.20774437,0.978072,0.0002910569,2.03368105,0.977333,0.0002974099,2.05171461,0.963214,0.0005415748,2.98267391,0.962259,0.0005458011,3.00733823,0.962661,0.0005446488,2.91149243,0.993571,0.0000249974,0.82959413,0.985277,0.0000667519,1.16971336,0.984472,0.0000686862,1.16062782,0.978119,0.0001044101,1.44459244,0.978103,0.0001025043,1.42725951,0.978132,0.0001039084,1.42251929,0.0006218240,0.955170,3.01550840,0.995476,0.0000558657,1.24961403,0.970229,0.0003998565,2.30802858,0.971806,0.0003604112,2.21075275,0.949708,0.0007194718,3.33047692,0.951710,0.0006866571,3.31725751,0.946449,0.0007490291,3.35887162,done
selected,130,4290,keff,0.0000006652,0.831905,0.05702416%,0.0000006972,0.817663,0.05903344,0.0000003130,0.944540,0.03529642,0.822664,0.0000004611,0.04831688,0.802882,0.0000006219,0.05453522,0.821811,0.0000005755,0.05369383,0.781012,0.0000007868,0.06333444,0.777749,0.0000008298,0.06486989,0.817170,0.0000006714,0.05813704,0.854105,0.0000006459,0.06416696,0.949088,0.0000002412,0.03451497,0.948651,0.0000002315,0.03624308,0.928841,0.0000003909,0.03567792,0.930468,0.0000003237,0.03654769,0.942198,0.0000002921,0.03201910,0.0000006967,0.819414,0.05929239,0.802124,0.0000005023,0.05177043,0.811807,0.0000005565,0.05305982,0.817045,0.0000005681,0.05362007,0.788711,0.0000007709,0.06275011,0.782549,0.0000008497,0.06588319,0.818654,0.0000006889,0.05886532,done
selected,130,4290,thermal_only,0.0017856509,0.979186,5.31118705%,0.0019114424,0.978103,5.53231708,0.0005994936,0.989178,2.96076670,0.995154,0.0004778451,3.03686091,0.986420,0.0012656014,4.37635183,0.986217,0.0013687275,4.49206099,0.973235,0.0020820138,5.96045583,0.973717,0.0022476456,6.14473494,0.973473,0.0021737068,5.95206725,0.991431,0.0001938084,2.13093207,0.991605,0.0003941189,2.61378681,0.992331,0.0004343266,2.59000049,0.986524,0.0006450053,3.18215783,0.988143,0.0007077582,3.16122987,0.987440,0.0006799266,3.05824115,0.0024434719,0.970849,6.65307138,0.993693,0.0006553001,3.43684316,0.980777,0.0017682773,5.45655826,0.981770,0.0017383154,5.34806202,0.966338,0.0025357670,6.92890161,0.965507,0.0028404889,7.34025590,0.963661,0.0028084390,7.27430839,done
selected,130,4290,total,0.0000596792,0.989182,1.26253813%,0.0000632638,0.988652,1.30555977,0.0000290539,0.988655,0.89894971,0.996023,0.0000183081,0.77479577,0.991225,0.0000465171,1.07893868,0.992214,0.0000393703,1.02584361,0.986336,0.0000816863,1.50543725,0.987969,0.0000660763,1.39133373,0.987827,0.0000699393,1.37574346,0.996110,0.0000090600,0.56233320,0.991169,0.0000219013,0.76406008,0.991841,0.0000199887,0.74875478,0.987200,0.0000336297,0.99768814,0.987567,0.0000317861,0.95272555,0.987559,0.0000324720,0.94577215,0.0000768378,0.986483,1.42062813,0.995435,0.0000219188,0.82462435,0.988914,0.0000605471,1.21869026,0.991506,0.0000434795,1.07836619,0.983276,0.0001018758,1.65300714,0.987126,0.0000729796,1.46274994,0.984956,0.0000873894,1.51460857,done
selected,143,4719,epithermal_only,0.0001358070,0.986460,1.67870687%,0.0001458793,0.985618,1.74367949,0.0000442061,0.989525,1.09330446,0.996860,0.0000270570,0.92490460,0.989920,0.0000961084,1.37770125,0.989887,0.0000961909,1.40035904,0.983669,0.0001709391,1.94438989,0.983777,0.0001680191,1.93619280,0.984122,0.0001653344,1.85173177,0.996161,0.0000146889,0.70323247,0.991578,0.0000343677,0.96040379,0.991926,0.0000333782,0.95264605,0.988495,0.0000486299,1.16880219,0.988438,0.0000494036,1.16503362,0.988651,0.0000487440,1.14338336,0.0001936707,0.981036,1.99933021,0.996177,0.0000343549,1.02865123,0.986277,0.0001342461,1.59652516,0.987649,0.0001176248,1.53360715,0.978449,0.0002268681,2.21845155,0.979810,0.0002122896,2.17690839,0.978164,0.0002262395,2.17164671,done
selected,143,4719,fast_only,0.0004503412,0.967348,2.49799149%,0.0004905635,0.965502,2.63165135,0.0000873122,0.981188,1.29674162,0.995689,0.0000491223,1.13342479,0.976961,0.0003057874,1.97580988,0.976307,0.0003107827,2.00492198,0.961270,0.0005700128,2.94540000,0.960288,0.0005741214,2.95933301,0.961089,0.0005673657,2.86331203,0.994928,0.0000179681,0.72510207,0.987379,0.0000557498,1.08545302,0.986201,0.0000600798,1.09381032,0.978010,0.0001033374,1.44584136,0.978598,0.0000993308,1.37966302,0.978967,0.0000986674,1.36644097,0.0006566307,0.952651,3.02114114,0.995818,0.0000516515,1.21990484,0.968301,0.0004256776,2.28034065,0.971073,0.0003696977,2.18379720,0.946878,0.0007596602,3.35823305,0.948021,0.0007391042,3.34243843,0.943715,0.0007870891,3.36859310,done
selected,143,4719,keff,0.0000006521,0.835211,0.05667062%,0.0000006837,0.821187,0.05865593,0.0000003170,0.943833,0.03576933,0.825065,0.0000004548,0.04865246,0.808573,0.0000006039,0.05380976,0.823914,0.0000005687,0.05348990,0.785272,0.0000007715,0.06286229,0.777502,0.0000008307,0.06543898,0.822912,0.0000006503,0.05733224,0.845971,0.0000006819,0.06550603,0.944543,0.0000002628,0.03684276,0.942114,0.0000002610,0.03824157,0.931224,0.0000003778,0.03445914,0.926451,0.0000003424,0.03926879,0.944539,0.0000002802,0.03101476,0.0000006853,0.822374,0.05890145,0.811628,0.0000004782,0.05047478,0.819935,0.0000005324,0.05194742,0.818038,0.0000005651,0.05317027,0.792666,0.0000007565,0.06248987,0.781210,0.0000008549,0.06626737,0.822802,0.0000006731,0.05835721,done
selected,143,4719,thermal_only,0.0017737209,0.979328,5.15177957%,0.0019093601,0.978126,5.39531642,0.0005723728,0.989736,2.89068188,0.995335,0.0004606171,2.94361446,0.986584,0.0012515598,4.23350735,0.986383,0.0013538674,4.33933441,0.973199,0.0020848064,5.81021066,0.973571,0.0022595144,5.98981295,0.973491,0.0021717195,5.83419323,0.991566,0.0001878121,2.08280209,0.992149,0.0003704173,2.54082038,0.993219,0.0003876657,2.46457931,0.987074,0.0006231685,3.05510350,0.988713,0.0006766776,3.01795755,0.987973,0.0006557569,3.07081125,0.0024919379,0.970259,6.57148430,0.993542,0.0006696504,3.30501256,0.980800,0.0017658993,5.30780987,0.981665,0.0017485253,5.20425492,0.966034,0.0025570407,6.78947247,0.964535,0.0029204876,7.26275324,0.962617,0.0028872872,7.26692803,done
selected,143,4719,total,0.0000592819,0.989250,1.25853504%,0.0000632160,0.988655,1.30963820,0.0000255532,0.990013,0.82587862,0.995932,0.0000189349,0.78375454,0.990984,0.0000478063,1.09332014,0.991989,0.0000405433,1.05146046,0.986379,0.0000813814,1.51032820,0.987980,0.0000659496,1.38995761,0.987955,0.0000691506,1.37112240,0.996042,0.0000092092,0.58257789,0.992335,0.0000189824,0.71269364,0.992414,0.0000185832,0.71354304,0.989159,0.0000284619,0.89136482,0.988622,0.0000290762,0.90229704,0.989176,0.0000282129,0.85037488,0.0000767390,0.986498,1.40463919,0.995510,0.0000216936,0.84357397,0.989312,0.0000583236,1.17728943,0.991488,0.0000435634,1.07781233,0.982965,0.0001037990,1.65710270,0.987113,0.0000730181,1.44755723,0.985041,0.0000868686,1.48858371,done
selected,156,5148,epithermal_only,0.0001360093,0.986439,1.70104355%,0.0001466073,0.985543,1.77662167,0.0000414541,0.990181,1.04376542,0.996687,0.0000285259,0.96340881,0.989656,0.0000985798,1.41922827,0.989815,0.0000968370,1.42095361,0.983615,0.0001714910,1.97374418,0.983703,0.0001687657,1.96379953,0.984101,0.0001655255,1.88992636,0.996029,0.0000151227,0.68583265,0.992290,0.0000314169,0.90094263,0.992489,0.0000310243,0.90026431,0.989295,0.0000453345,1.10662473,0.988815,0.0000479309,1.12540646,0.989444,0.0000452922,1.09678428,0.0001892668,0.981466,1.97825692,0.996115,0.0000349182,1.06386036,0.986883,0.0001282215,1.56281028,0.987952,0.0001147514,1.52270311,0.978892,0.0002221851,2.19561972,0.980254,0.0002076062,2.15821990,0.978600,0.0002217296,2.14637871,done
selected,156,5148,fast_only,0.0004585489,0.966751,2.47335408%,0.0004994678,0.964874,2.60812660,0.0000905322,0.980983,1.25873644,0.996347,0.0000415970,1.07864779,0.976924,0.0003062568,1.93956677,0.976513,0.0003081368,1.95277491,0.960582,0.0005801400,2.92352696,0.959279,0.0005886837,2.95337632,0.960161,0.0005808603,2.84656198,0.995185,0.0000176683,0.72091409,0.986807,0.0000602188,1.03865800,0.986111,0.0000621567,1.03583886,0.978799,0.0001028325,1.35021576,0.977481,0.0001061814,1.41304867,0.978771,0.0001021924,1.32831787,0.0006604213,0.952377,3.01251464,0.996219,0.0000467072,1.14533620,0.968923,0.0004174141,2.26089740,0.971437,0.0003650225,2.14122987,0.946674,0.0007627170,3.34642688,0.947772,0.0007426057,3.35482770,0.942856,0.0007989617,3.37148105,done
selected,156,5148,keff,0.0000006568,0.834021,0.05747955%,0.0000006921,0.818987,0.05943933,0.0000002921,0.948245,0.03708429,0.826304,0.0000004516,0.04905760,0.803576,0.0000006197,0.05493289,0.820810,0.0000005788,0.05396099,0.785025,0.0000007723,0.06302220,0.774458,0.0000008420,0.06658529,0.820550,0.0000006590,0.05826831,0.863847,0.0000006028,0.06140265,0.946962,0.0000002513,0.03613686,0.948476,0.0000002323,0.03680259,0.938734,0.0000003365,0.03847076,0.927958,0.0000003353,0.04083573,0.949363,0.0000002559,0.03289853,0.0000006944,0.819999,0.05939850,0.805489,0.0000004938,0.05117945,0.807600,0.0000005689,0.05435538,0.821696,0.0000005537,0.05316247,0.787040,0.0000007770,0.06279248,0.780177,0.0000008589,0.06661414,0.821948,0.0000006764,0.05854059,done
selected,156,5148,thermal_only,0.0017304681,0.979825,5.07302761%,0.0018709246,0.978560,5.32725989,0.0004739196,0.991615,2.69828812,0.995450,0.0004516949,2.93682577,0.986795,0.0012322582,4.20622182,0.986697,0.0013225113,4.29655898,0.973592,0.0020534605,5.74663633,0.974149,0.0022092921,5.91059809,0.974059,0.0021244352,5.74235173,0.989594,0.0002261564,2.17395611,0.993145,0.0003266144,2.41480696,0.994169,0.0003373452,2.36937396,0.989415,0.0005175439,2.84277559,0.990852,0.0005560914,2.83343356,0.990487,0.0005262950,2.80629777,0.0024625980,0.970625,6.55132110,0.993537,0.0006717146,3.36340870,0.980917,0.0017579999,5.31768617,0.981970,0.0017227619,5.18916547,0.966141,0.0025491633,6.80611339,0.965179,0.0028685941,7.20279336,0.963145,0.0028475282,7.22998847,done
selected,156,5148,total,0.0000585917,0.989374,1.24071884%,0.0000623310,0.988812,1.28857533,0.0000264372,0.989677,0.83863964,0.996339,0.0000169201,0.74113899,0.991323,0.0000460078,1.05757639,0.992501,0.0000379347,1.01352361,0.986200,0.0000824133,1.50087913,0.988222,0.0000646076,1.37315937,0.988068,0.0000685091,1.35443467,0.997043,0.0000068601,0.53018579,0.991937,0.0000199754,0.69795062,0.992510,0.0000183514,0.69552626,0.988456,0.0000303584,0.93214376,0.988535,0.0000293225,0.89306220,0.988689,0.0000295145,0.88498159,0.0000762975,0.986579,1.39107361,0.995888,0.0000196978,0.79710179,0.989610,0.0000566781,1.14949413,0.991786,0.0000420661,1.04062206,0.982745,0.0001051787,1.65158084,0.986985,0.0000737084,1.44051213,0.985225,0.0000858338,1.48310541,done
selected,169,5577,epithermal_only,0.0001377683,0.986265,1.68981220%,0.0001479681,0.985414,1.75674106,0.0000435177,0.989679,1.07106345,0.996470,0.0000304088,0.96048756,0.989500,0.0001001409,1.40968882,0.989683,0.0000981337,1.40380927,0.983463,0.0001731234,1.95482418,0.983680,0.0001690443,1.93613652,0.983945,0.0001672028,1.86768425,0.995595,0.0000168649,0.75343594,0.992251,0.0000315539,0.90421825,0.992135,0.0000324654,0.90366067,0.988510,0.0000484834,1.16519378,0.988500,0.0000493220,1.15001146,0.988789,0.0000480258,1.12240924,0.0001953962,0.980865,1.98364637,0.996218,0.0000339936,1.00964770,0.986494,0.0001320577,1.57208941,0.987728,0.0001168657,1.50330700,0.978064,0.0002308963,2.21368272,0.979756,0.0002128077,2.15700653,0.977828,0.0002297246,2.16068133,done
selected,169,5577,fast_only,0.0004378867,0.968252,2.47699881%,0.0004768462,0.966469,2.60973985,0.0000881933,0.981313,1.28679737,0.995807,0.0000477995,1.14954896,0.977854,0.0002939022,1.93679539,0.977151,0.0002997409,1.96714181,0.962343,0.0005542539,2.94674353,0.961506,0.0005566304,2.94891214,0.962006,0.0005540204,2.83184860,0.993843,0.0000230662,0.78981477,0.986459,0.0000608155,1.08488785,0.985497,0.0000641334,1.08825131,0.978266,0.0001035238,1.45023569,0.979011,0.0000989111,1.38301757,0.979570,0.0000977424,1.33186852,0.0006361520,0.954124,2.99607454,0.995871,0.0000509087,1.18069979,0.969859,0.0004047485,2.23386523,0.971797,0.0003604502,2.16315871,0.948289,0.0007394328,3.34755146,0.950678,0.0007011749,3.30122398,0.944933,0.0007699664,3.35125025,done
selected,169,5577,keff,0.0000005718,0.855498,0.05294638%,0.0000005964,0.844022,0.05462171,0.0000002828,0.949883,0.03410073,0.825177,0.0000004545,0.04812751,0.830723,0.0000005341,0.05057896,0.846330,0.0000004963,0.05011114,0.815026,0.0000006646,0.05783449,0.811947,0.0000007021,0.05989848,0.843309,0.0000005754,0.05376923,0.865347,0.0000005961,0.06041359,0.953236,0.0000002216,0.03308895,0.952072,0.0000002161,0.03496414,0.933583,0.0000003648,0.03591665,0.941914,0.0000002704,0.03361830,0.947623,0.0000002647,0.03129070,0.0000005960,0.845502,0.05471274,0.821402,0.0000004534,0.04897308,0.836675,0.0000004829,0.04965522,0.841167,0.0000004932,0.04981120,0.817374,0.0000006663,0.05778715,0.818253,0.0000007102,0.05995553,0.845291,0.0000005877,0.05435372,done
selected,169,5577,thermal_only,0.0016944174,0.980268,5.01214747%,0.0018321503,0.979026,5.25786570,0.0004575121,0.991869,2.69363159,0.995983,0.0004006605,2.79389084,0.987369,0.0011809012,4.09786198,0.987117,0.0012820321,4.21906369,0.974229,0.0020058884,5.66781387,0.974587,0.0021734538,5.86068465,0.974452,0.0020943761,5.68974861,0.991184,0.0001907426,2.05946578,0.993482,0.0003094325,2.35166012,0.994539,0.0003137701,2.31302961,0.989369,0.0005170465,2.88743709,0.991102,0.0005381558,2.84928908,0.990800,0.0005069278,2.81260506,0.0024377060,0.970927,6.49529595,0.993936,0.0006297486,3.27749517,0.981203,0.0017311217,5.24962049,0.982435,0.0016775396,5.11734549,0.966844,0.0024969866,6.71294429,0.965395,0.0028510614,7.15298778,0.963233,0.0028414652,7.20120288,done
selected,169,5577,total,0.0000582747,0.989441,1.24198232%,0.0000616981,0.988939,1.28295304,0.0000293685,0.988534,0.91121971,0.996324,0.0000169466,0.72083457,0.991289,0.0000461801,1.05419449,0.992407,0.0000383859,1.00051121,0.986758,0.0000792047,1.46948291,0.988317,0.0000641830,1.36691466,0.988109,0.0000683750,1.36495063,0.995892,0.0000095853,0.56739734,0.991052,0.0000221870,0.75816182,0.991522,0.0000207918,0.75845787,0.987026,0.0000340831,1.02473853,0.987289,0.0000325226,0.98590609,0.987607,0.0000323356,0.94770888,0.0000765662,0.986532,1.39405301,0.996032,0.0000189942,0.77775781,0.989459,0.0000575854,1.15377746,0.991702,0.0000424604,1.04544494,0.982971,0.0001037897,1.64470277,0.987284,0.0000720069,1.41733754,0.984898,0.0000877433,1.50490785,done
selected,182,6006,epithermal_only,0.0001306821,0.986971,1.67854401%,0.0001399971,0.986200,1.73951549,0.0000456123,0.989156,1.12248497,0.996802,0.0000275273,0.93603288,0.990024,0.0000951427,1.40054230,0.990272,0.0000925383,1.39812640,0.984435,0.0001629580,1.92467968,0.984541,0.0001601368,1.91830510,0.984772,0.0001585903,1.85128289,0.995893,0.0000154013,0.76799997,0.991409,0.0000347354,0.97556196,0.991634,0.0000343644,0.97426003,0.988317,0.0000494076,1.18074252,0.987540,0.0000531428,1.24098168,0.988353,0.0000498420,1.16203091,0.0001856324,0.981825,1.97607729,0.996606,0.0000304322,0.98210207,0.986900,0.0001281772,1.57972124,0.988122,0.0001131430,1.52076677,0.979510,0.0002157300,2.19588567,0.980859,0.0002012553,2.14008427,0.978858,0.0002190631,2.15116311,done
selected,182,6006,fast_only,0.0004380122,0.968246,2.45560369%,0.0004774601,0.966427,2.59064441,0.0000840453,0.982204,1.25076311,0.996377,0.0000412576,1.08476113,0.978013,0.0002917311,1.92893183,0.977372,0.0002967813,1.94154311,0.962553,0.0005512364,2.90418589,0.961094,0.0005625958,2.93004274,0.961841,0.0005564902,2.82660273,0.994941,0.0000184853,0.72676412,0.987733,0.0000551465,1.02663646,0.986607,0.0000592261,1.02756812,0.979953,0.0000959347,1.36782144,0.979211,0.0000978438,1.38817960,0.980225,0.0000945706,1.31629951,0.0006349508,0.954211,2.99291750,0.996408,0.0000443489,1.11927481,0.970351,0.0003980290,2.21680872,0.971792,0.0003603444,2.16280614,0.949331,0.0007245604,3.32105431,0.950550,0.0007029520,3.30970883,0.944510,0.0007760341,3.36251233,done
selected,182,6006,keff,0.0000005271,0.866796,0.05088174%,0.0000005523,0.855543,0.05258983,0.0000002819,0.950046,0.03403361,0.844280,0.0000004049,0.04514171,0.844149,0.0000004917,0.04869409,0.860675,0.0000004500,0.04729550,0.828319,0.0000006168,0.05599598,0.824650,0.0000006547,0.05807885,0.854161,0.0000005356,0.05182628,0.863577,0.0000006039,0.06105418,0.953025,0.0000002226,0.03229020,0.949223,0.0000002289,0.03553390,0.931874,0.0000003742,0.03685820,0.944120,0.0000002601,0.03272407,0.949079,0.0000002573,0.03110541,0.0000005686,0.852604,0.05341524,0.834025,0.0000004213,0.04730864,0.845471,0.0000004569,0.04824224,0.850894,0.0000004630,0.04794463,0.826738,0.0000006322,0.05652790,0.824958,0.0000006840,0.05910136,0.851542,0.0000005640,0.05307428,done
selected,182,6006,thermal_only,0.0016684567,0.980616,5.02233712%,0.0018010882,0.979422,5.25913304,0.0004817552,0.991458,2.82165913,0.996360,0.0003641927,2.75047296,0.987756,0.0011484122,4.09583278,0.987548,0.0012432598,4.19583418,0.974673,0.0019749781,5.66754262,0.975020,0.0021395611,5.87382048,0.974815,0.0020681495,5.69883925,0.987602,0.0002667382,2.29948732,0.992322,0.0003619636,2.57768763,0.993600,0.0003673258,2.50070000,0.989698,0.0005047273,2.94594000,0.990845,0.0005558242,2.94975574,0.990422,0.0005292264,2.92729492,0.0023838926,0.971589,6.48988871,0.994455,0.0005772382,3.27816751,0.982211,0.0016403491,5.19342740,0.982983,0.0016265213,5.11771887,0.967506,0.0024491943,6.73794566,0.966347,0.0027729673,7.12238087,0.963696,0.0028080609,7.20768463,done
selected,182,6006,total,0.0000551964,0.989997,1.21102136%,0.0000585568,0.989500,1.25456912,0.0000260619,0.989838,0.84275707,0.995825,0.0000193261,0.79406195,0.991556,0.0000447700,1.04917415,0.992528,0.0000377861,1.00908361,0.987294,0.0000759907,1.44485887,0.988915,0.0000608721,1.33386428,0.988957,0.0000634705,1.30844575,0.996645,0.0000077981,0.52147294,0.992498,0.0000185977,0.68093404,0.992685,0.0000179459,0.69114023,0.988541,0.0000301582,0.93481809,0.988581,0.0000292661,0.91053964,0.988853,0.0000291270,0.89408892,0.0000737834,0.987023,1.37379180,0.995696,0.0000207292,0.82339286,0.989718,0.0000561212,1.15356663,0.991970,0.0000411248,1.03065600,0.983799,0.0000987627,1.60775180,0.987459,0.0000711058,1.42045963,0.985565,0.0000838418,1.46728283,done
selected,195,6435,epithermal_only,0.0001259872,0.987438,1.61087955%,0.0001350998,0.986676,1.66952460,0.0000430139,0.989775,1.08446333,0.997346,0.0000228865,0.85272283,0.990555,0.0000900314,1.32013559,0.990694,0.0000884964,1.31923381,0.984992,0.0001570390,1.86395470,0.985049,0.0001548073,1.85288085,0.985188,0.0001541848,1.78192485,0.996644,0.0000124140,0.71061484,0.992677,0.0000295036,0.90593772,0.992724,0.0000297163,0.88706142,0.988528,0.0000485411,1.19432120,0.988098,0.0000511029,1.18830823,0.988840,0.0000476917,1.13407517,0.0001876299,0.981628,1.94685479,0.996696,0.0000297910,0.96072139,0.987153,0.0001257449,1.53545770,0.988337,0.0001110997,1.46311138,0.979210,0.0002188517,2.17869387,0.980606,0.0002038983,2.11393979,0.978456,0.0002232197,2.12822192,done
selected,195,6435,fast_only,0.0004225424,0.969385,2.41236757%,0.0004594985,0.967701,2.53962553,0.0000887034,0.981117,1.24783618,0.996490,0.0000400077,1.02402272,0.978547,0.0002847553,1.89118159,0.977987,0.0002888477,1.90873020,0.964010,0.0005299576,2.85081180,0.962749,0.0005388530,2.86600958,0.963349,0.0005346806,2.77358702,0.996205,0.0000131601,0.66058228,0.987420,0.0000559321,1.01192100,0.986420,0.0000596124,1.01458015,0.978374,0.0001031648,1.37658160,0.978249,0.0001021879,1.35033197,0.978587,0.0001016464,1.33754380,0.0006290759,0.954640,2.95883445,0.996099,0.0000482064,1.14247269,0.970620,0.0003943742,2.20431171,0.972123,0.0003561812,2.11045736,0.949224,0.0007261673,3.30673806,0.951273,0.0006927703,3.25517783,0.945207,0.0007664473,3.32287391,done
selected,195,6435,keff,0.0000005115,0.870747,0.05006238%,0.0000005365,0.859694,0.05179848,0.0000002716,0.951871,0.03295889,0.860561,0.0000003625,0.04302095,0.851004,0.0000004701,0.04756764,0.867030,0.0000004295,0.04611761,0.831557,0.0000006052,0.05550616,0.826068,0.0000006494,0.05763820,0.858954,0.0000005180,0.05106016,0.869069,0.0000005796,0.06024068,0.954871,0.0000002138,0.03114242,0.950326,0.0000002239,0.03450180,0.934255,0.0000003611,0.03502679,0.945631,0.0000002531,0.03222595,0.951388,0.0000002456,0.03010911,0.0000005531,0.856630,0.05268173,0.845608,0.0000003919,0.04517968,0.853173,0.0000004341,0.04708423,0.857975,0.0000004410,0.04669104,0.827796,0.0000006283,0.05643083,0.827542,0.0000006739,0.05871004,0.856377,0.0000005456,0.05228300,done
selected,195,6435,thermal_only,0.0016645725,0.980652,4.90685948%,0.0017896304,0.979545,5.12301483,0.0005631925,0.989901,2.94460012,0.996250,0.0003713139,2.66891328,0.987616,0.0011596680,3.99289032,0.987468,0.0012499303,4.08261000,0.974822,0.0019631586,5.52661969,0.975253,0.0021190802,5.70847135,0.975075,0.0020462218,5.55650239,0.988358,0.0002571111,2.26567544,0.991617,0.0003923344,2.60744353,0.992912,0.0004044780,2.52705534,0.987304,0.0006127872,3.11032401,0.988967,0.0006622740,3.12213833,0.988563,0.0006242189,3.08111326,0.0024196412,0.971158,6.42864535,0.994277,0.0005919231,3.20054868,0.981709,0.0016852553,5.11935297,0.982933,0.0016294606,4.99880403,0.967044,0.0024843750,6.70481642,0.965482,0.0028433570,7.08805927,0.963334,0.0028364176,7.14379330,done
